Name,Model,Role,PV,Type,Size,Move,Short,Medium,Long,Overheat,Armor,Structure,Specials,ImageURL,Star League (2571 - 2780),Early Succession War (2781 - 2900),Late Succession War - LosTech (2901 - 3019),Late Succession War - Renaissance (3020 - 3049),Clan Invasion (3050 - 3061),Civil War (3062 - 3067),Jihad (3068 - 3085),Early Republic (3086 - 3100),Late Republic (3101 - 3130),Dark Ages (3131 - 3150),ilClan (3151 - 9999)
Black Lanner Prime,Prime,Skirmisher,47,BM,2,"18""",3,3,2,1,5,3,"CASE,ECM,IF1,OMNI",https://i.ibb.co/WVHNwq1/black-lanner-rg.png,Unknown,Unknown,Unknown,Unknown,"Clan Jade Falcon, Clan Steel Viper","Clan Ice Hellion, Clan Jade Falcon, Clan Steel Viper","Clan Coyote, Clan Ice Hellion, Clan Jade Falcon, Clan Steel Viper","Clan Hell's Horses, Clan Jade Falcon",Clan Jade Falcon,"Clan Jade Falcon, Clan Sea Fox","Clan Jade Falcon, Clan Sea Fox, Star League (Clan Jade Falcon)"
Black Lanner T,T,Skirmisher,46,BM,2,"18""",3,3,1,1,5,3,"CASE,HT1/1/1,IF1,OMNI",https://i.ibb.co/WVHNwq1/black-lanner-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Jade Falcon, Clan Sea Fox","Clan Jade Falcon, Clan Sea Fox, Star League (Clan Jade Falcon)"
Black Lanner X,X,Skirmisher,42,BM,2,"18""",3,3,1,0,5,3,"CASEII,OMNI",https://i.ibb.co/WVHNwq1/black-lanner-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clan Jade Falcon,"Clan Hell's Horses, Clan Jade Falcon",Clan Jade Falcon,"Clan Jade Falcon, Clan Sea Fox","Clan Jade Falcon, Clan Sea Fox, Star League (Clan Jade Falcon)"
Buccaneer BCN-3R,BCN-3R,Skirmisher,36,BM,2,"12""",3,3,1,2,6,3,MEL,https://i.ibb.co/BztbSk9/buccaneer-3060.png,Unknown,Unknown,Unknown,Unknown,"Free Worlds League, Word of Blake","Free Worlds League, Word of Blake","Free Worlds League, Word of Blake","Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Regulan Fiefs)","Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Regulan Fiefs)","Free Worlds League, Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Regulan Fiefs)",Free Worlds League
Buccaneer BCN-5W,BCN-5W,Scout,37,BM,2,"10""/14""j",2,1,0,0,6,3,"C3I,JMPS1,MEL,MHQ2",https://i.ibb.co/BztbSk9/buccaneer-3060.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Word of Blake,Extinct,Extinct,Extinct,Extinct
"Buccaneer BCN-6PX ""Pan""","BCN-6PX ""Pan""",Skirmisher,41,BM,2,"12""/22""j",2,2,0,0,6,3,"ENE,JMPS2,MEL,REL",https://i.ibb.co/BztbSk9/buccaneer-3060.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Solaris 7, Unique","Solaris 7, Unique"
Buccaneer BCN-6W,BCN-6W,Missile Boat,43,BM,2,"10""/14""j",2,2,1,0,6,3,"C3I,IF1,JMPS1,MEL,MHQ2",https://i.ibb.co/BztbSk9/buccaneer-3060.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Word of Blake,Extinct,Extinct,Extinct,Extinct
Bushwacker BSW-L1,BSW-L1,Skirmisher,33,BM,2,"10""",3,3,1,0,6,3,"CASE,FLK1/1/-",https://i.ibb.co/GHCxbyb/bushwacker-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Lyran Alliance,Lyran Alliance,Lyran Commonwealth,Lyran Commonwealth,Lyran Commonwealth,Lyran Commonwealth
Bushwacker BSW-S2,BSW-S2,Sniper,33,BM,2,"10""",3,3,2,0,5,3,"AMS,CASE,FLK1/1/1,SRM1/1",https://i.ibb.co/GHCxbyb/bushwacker-rg.png,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns, Kell Hounds, Lyran Alliance, Lyran Commonwealth, Mercenary, Wolf's Dragoons","Federated Commonwealth, Federated Suns, Kell Hounds, Lyran Alliance, Mercenary, Wolf's Dragoons","Federated Suns, Kell Hounds, Lyran Alliance, Mercenary, Wolf's Dragoons","Lyran Commonwealth, Mercenary","Lyran Commonwealth, Mercenary","Lyran Commonwealth, Mercenary","Lyran Commonwealth, Mercenary"
Bushwacker BSW-S2r,BSW-S2r,Skirmisher,32,BM,2,"10""",3,3,1,0,5,3,"AMS,CASE,FLK1/1/1",https://i.ibb.co/GHCxbyb/bushwacker-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Suns, Lyran Alliance, Mercenary","Federated Suns, Lyran Commonwealth, Mercenary, Republic of the Sphere","Federated Suns, Lyran Commonwealth, Mercenary, Republic of the Sphere","Federated Suns, Lyran Commonwealth, Mercenary, Republic of the Sphere","Federated Suns, Lyran Commonwealth, Mercenary"
Bushwacker BSW-X1,BSW-X1,Skirmisher,33,BM,2,"10""",3,3,2,0,5,3,"AC1/1/-,CASE,IF1",https://i.ibb.co/GHCxbyb/bushwacker-rg.png,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns, Kell Hounds, Lyran Alliance, Lyran Commonwealth, Mercenary, Wolf's Dragoons","Federated Commonwealth, Federated Suns, Kell Hounds, Lyran Alliance, Mercenary, Wolf's Dragoons","Federated Suns, Kell Hounds, Lyran Alliance, Mercenary, Wolf's Dragoons",Mercenary,Mercenary,Mercenary,Mercenary
Bushwacker BSW-X2,BSW-X2,Skirmisher,33,BM,2,"10""",4,3,1,0,5,3,"AC1/1/-,CASE,IF1",https://i.ibb.co/GHCxbyb/bushwacker-rg.png,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns, Kell Hounds, Lyran Alliance, Lyran Commonwealth, Mercenary, Wolf's Dragoons","Federated Commonwealth, Federated Suns, Kell Hounds, Lyran Alliance, Mercenary, Wolf's Dragoons","Federated Suns, Kell Hounds, Lyran Alliance, Mercenary, Wolf's Dragoons","Clan Wolf (in Exile), Kell Hounds, Lyran Commonwealth, Mercenary","Clan Wolf (in Exile), Kell Hounds, Lyran Commonwealth, Mercenary","Clan Wolf (in Exile), Kell Hounds, Lyran Commonwealth, Mercenary","Lyran Commonwealth, Mercenary"
Bushwacker BSW-X4,BSW-X4,Sniper,37,BM,2,"12""",3,3,2,1,6,3,"CASEII,IF1",https://i.ibb.co/GHCxbyb/bushwacker-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Clan Wolf (in Exile), Federated Suns, Kell Hounds, Lyran Commonwealth, Mercenary","Clan Wolf (in Exile), Federated Suns, Kell Hounds, Lyran Commonwealth, Mercenary","Federated Suns, Kell Hounds, Lyran Commonwealth, Mercenary, Tamar Pact"
Centurion CN10-B,CN10-B,Brawler,30,BM,2,"8""",2,2,2,0,6,5,"CASE,FLK1/1/1,IF1,REAR1/1/-",https://i.ibb.co/RP1b0kq/centurion-rg.png,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns","Federated Suns, Lyran Alliance, Mercenary","Federated Suns, Lyran Alliance, Mercenary, Periphery General","Federated Suns, Mercenary, Periphery General","Federated Suns, Mercenary, Periphery General","Federated Suns, Mercenary, Periphery General","Federated Suns, Mercenary, Periphery General"
Centurion CN10-D,CN10-D,Sniper,28,BM,2,"8""",2,2,2,0,6,3,"CASEII,FLK1/1/1,IF1,REAR1/1/-",https://i.ibb.co/RP1b0kq/centurion-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Calderon Protectorate, Federated Suns, Filtvelt Coalition, Lyran Commonwealth, Republic of the Sphere","Calderon Protectorate, Federated Suns, Filtvelt Coalition, Lyran Commonwealth, Republic of the Sphere","Calderon Protectorate, Federated Suns, Filtvelt Coalition, Lyran Commonwealth, Mercenary"
Centurion CN10-J,CN10-J,Brawler,28,BM,2,"8""j",2,2,2,0,5,5,"CASE,FLK1/1/1,IF1,Rear1/1/-",https://i.ibb.co/RP1b0kq/centurion-rg.png,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns","Federated Suns, Lyran Alliance, Mercenary","Federated Suns, Filtvelt Coalition, Lyran Alliance, Mercenary, Periphery General","Federated Suns, Mercenary, Periphery General","Federated Suns, Mercenary, Periphery General","Mercenary, Periphery General","Mercenary, Periphery General"
Centurion CN10-W,CN10-W,Sniper,29,BM,2,"8""",2,3,3,0,5,3,"CASE,FLK1/1/1,IF1",https://i.ibb.co/RP1b0kq/centurion-rg.png,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns","Federated Suns, Mercenary","Federated Suns, Filtvelt Coalition, Mercenary",Extinct,Extinct,Extinct,Extinct
Cronus CNS-3M,CNS-3M,Skirmisher,32,BM,2,"10""j",2,2,0,1,6,5,,https://i.ibb.co/fSpc2P4/cronus-3060.png,Unknown,Unknown,Unknown,Free Worlds League,"Free Worlds League, Mercenary, Periphery General","Free Worlds League, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons, Word of Blake","ComStar, Free Worlds League, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons, Word of Blake","Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Non-Aligned Worlds), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Mercenary, Periphery General","Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Mercenary, Periphery General","Free Worlds League, Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Mercenary, Periphery General","Mercenary, Periphery General"
Cronus CNS-5M,CNS-5M,Skirmisher,38,BM,2,"12""j",3,3,1,1,6,3,"C3S,CASE,MHQ1",https://i.ibb.co/fSpc2P4/cronus-3060.png,Unknown,Unknown,Unknown,Unknown,"Mercenary, Pirates","Kell Hounds, Mercenary, Pirates, Wolf's Dragoons, Word of Blake","Kell Hounds, Mercenary, Pirates, Wolf's Dragoons, Word of Blake","Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Non-Aligned Worlds), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Mercenary, Republic of the Sphere","Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Mercenary, Periphery General, Republic of the Sphere","Free Worlds League, Free Worlds League (Duchy of Andurien), Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Marik-Stewart Commonwealth), Free Worlds League (Oriente Protectorate), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Mercenary, Periphery General, Republic of the Sphere","Free Worlds League, Free Worlds League (Duchy of Andurien), Mercenary, Periphery General"
Cronus CNS-TD9,CNS-TD9,Striker,41,BM,2,"16""",2,2,0,0,4,3,"C3I,ECM,ENE,MEL,MHQ2,STL",https://i.ibb.co/fSpc2P4/cronus-3060.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Word of Blake,Extinct,Extinct,Extinct,Extinct
Cyllaros  , ,Skirmisher,40,BM,2,"10""qt",4,4,1,0,5,5,"CASE,ECM,IF1,QV,TUR(4/4/1,IF1)",https://i.ibb.co/7zXWktj/cyllaros-3150.png,,,,,,,,,,,
Dark Crow,,Sniper,35,BM,2,"12""",4,4,3,0,4,3,CASE,https://i.ibb.co/fx0gZP7/dark-crow-3085.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Raven Alliance,Raven Alliance,Raven Alliance,Raven Alliance
Dark Crow 2,2,Sniper,30,BM,2,"12""",3,3,2,0,4,3,"CASE,FLK1/1/1",https://i.ibb.co/fx0gZP7/dark-crow-3085.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Raven Alliance,Raven Alliance,Raven Alliance,Raven Alliance
Dark Crow 3,3,Striker,33,BM,2,"12""/16""j",2,2,2,2,4,2,"CASE,CR,JMPS1",https://i.ibb.co/fx0gZP7/dark-crow-3085.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Raven Alliance,Raven Alliance,Raven Alliance,Raven Alliance
Dark Crow 4,4,Skirmisher,36,BM,2,"12""",4,4,2,0,5,3,CASE,https://i.ibb.co/fx0gZP7/dark-crow-3085.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Raven Alliance,Raven Alliance,Raven Alliance,Raven Alliance
Dervish DV-11DK,DV-11DK,Missile Boat,38,BM,2,"10""j",3,3,2,1,6,3,"BRA,CASEII,IF1,LRM1/1/1,REL",https://i.ibb.co/12SMh4n/dervish-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Draconis Combine, Federated Suns","Draconis Combine, Federated Suns"
Dervish DV-1S,DV-1S,Missile Boat,25,BM,2,"8""/6""j",1,2,2,0,4,5,"IF1,LRM1/1/1",https://i.ibb.co/C16WD4y/dervish-prim.png,"Inner Sphere General, Periphery General, Terran Hegemony",Extinct,Extinct,Extinct,Extinct,Extinct,"Draconis Combine, Federated Suns, Free Worlds League, Lyran Alliance, Mercenary, Periphery General","Draconis Combine, Federated Suns, Free Worlds League (Oriente Protectorate), Lyran Commonwealth, Mercenary, Periphery General",Periphery General,"Calderon Protectorate, Filtvelt Coalition","Calderon Protectorate, Filtvelt Coalition"
Dervish DV-6M,DV-6M,Missile Boat,30,BM,2,"10""j",2,2,2,1,4,5,IF1,https://i.ibb.co/12SMh4n/dervish-rg.png,"Federated Suns, Free Worlds League, Lyran Commonwealth, Rim Worlds Republic - Terran Corps, Star League General","Clan Blood Spirit, Clan Sea Fox, Inner Sphere General, Mercenary, Star League in Exile, Taurian Concordat","ComStar, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","ComStar, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Federated Suns, Lyran Commonwealth, Mercenary, Periphery General","Mercenary, Periphery General",Periphery General,Periphery General
Dervish DV-6M (Turner),DV-6M (Turner),Missile Boat,37,BM,2,"10""j",3,4,2,0,5,3,"LRM1/2/2,IF2",https://i.ibb.co/12SMh4n/dervish-rg.png,Unknown,Unknown,Unknown,Unknown,"Mercenary, Unique",Extinct,Extinct,Extinct,Extinct,Extinct,Extinct
Dervish DV-6Md,DV-6Md,Missile Boat,29,BM,2,"10""j",2,2,2,2,4,3,"CASE,IF2,LRM1/1/2",https://i.ibb.co/12SMh4n/dervish-rg.png,Federated Suns,Federated Suns,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct
Dervish DV-6Mr,DV-6Mr,Brawler,36,BM,2,"10""j",3,4,2,0,4,5,"IF1,LRM1/1/1",https://i.ibb.co/12SMh4n/dervish-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Inner Sphere General, Mercenary, Periphery General","Federated Suns, Lyran Commonwealth, Mercenary, Periphery General","Federated Suns, Lyran Commonwealth, Mercenary, Periphery General","Federated Suns, Lyran Commonwealth, Mercenary, Periphery General","Federated Suns, Lyran Commonwealth, Mercenary, Periphery General"
Dervish DV-7D,DV-7D,Missile Boat,36,BM,2,"10""j",3,3,2,0,5,5,"CASE,IF1,LRM1/1/1",https://i.ibb.co/12SMh4n/dervish-rg.png,Unknown,Unknown,Unknown,Federated Suns,"Federated Commonwealth, Federated Suns, Kell Hounds, Lyran Alliance, Lyran Commonwealth, Mercenary, St. Ives Compact, Wolf's Dragoons","Capellan Confederation, Federated Commonwealth, Federated Suns, Kell Hounds, Lyran Alliance, Mercenary, St. Ives Compact, Wolf's Dragoons","Capellan Confederation, Federated Suns, Filtvelt Coalition, Kell Hounds, Lyran Alliance, Mercenary, Wolf's Dragoons","Calderon Protectorate, Federated Suns, Filtvelt Coalition, Mercenary, Taurian Concordat","Calderon Protectorate, Filtvelt Coalition, Mercenary, Taurian Concordat","Calderon Protectorate, Filtvelt Coalition","Calderon Protectorate, Filtvelt Coalition, Fronc Reaches"
Dervish DV-8D,DV-8D,Missile Boat,39,BM,2,"10""j",3,3,3,2,6,3,"CASE,IF2",https://i.ibb.co/12SMh4n/dervish-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns, Mercenary","Federated Suns, Mercenary","Calderon Protectorate, Federated Suns, Mercenary, Republic of the Sphere","Calderon Protectorate, Federated Suns, Filtvelt Coalition, Mercenary, Republic of the Sphere","Calderon Protectorate, Federated Suns, Filtvelt Coalition, Mercenary, Republic of the Sphere","Calderon Protectorate, Federated Suns, Filtvelt Coalition, Mercenary"
"Dervish DV-8D2 ""Lightbringer""","DV-8D2 ""Lightbringer""",Striker,37,BM,2,"10""/16""j",3,2,0,2,5,3,"JMPS1,MEL",https://i.ibb.co/rQCD4kt/dervish-xtr.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Pirates, Unique",Extinct,Extinct,Extinct,Extinct
Dervish DV-9D,DV-9D,Missile Boat,38,BM,2,"10""j",4,3,2,1,6,3,"CASE,IF1",https://i.ibb.co/12SMh4n/dervish-rg.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Federated Suns,"Federated Suns, Mercenary, Republic of the Sphere","Federated Suns, Mercenary, Republic of the Sphere","Federated Suns, Mercenary, Republic of the Sphere","Federated Suns, Mercenary"
Eidolon C-EID-001,C-EID-001,Striker,44,BM,2,"10""/14""j",2,2,0,0,6,5,"C3I,ENE,JMPS1,MHQ2",https://i.ibb.co/xghPD2T/eidolon-3085.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Word of Blake,Extinct,Extinct,Extinct,Extinct
Exhumer EXR-2X,EXR-2X,Sniper,36,BM,2,"12""",2,3,3,0,6,3,"CASEII,IF1",https://i.ibb.co/g79XfNB/exhumer-3145.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Draconis Combine, Mercenary","Draconis Combine, Mercenary","Draconis Combine, Mercenary"
Exhumer EXR-3P,EXR-3P,Skirmisher,34,BM,2,"12""",3,3,0,0,6,3,"CASEII,TSM",https://i.ibb.co/g79XfNB/exhumer-3145.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Draconis Combine, Mercenary","Draconis Combine, Mercenary"
Eyleuka EYL-35A,EYL-35A,Missile Boat,47,BM,2,"10""/14""j",2,2,2,1,6,3,"ECM,IF1,JMPS1,STL,TAG",https://i.ibb.co/f1PxcN2/eyleuka-3075.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Capellan Confederation,Extinct,Extinct,Extinct,Extinct
Eyleuka EYL-45A,EYL-45A,Striker,43,BM,2,"10""/14""j",2,2,1,1,5,3,"ECM,IF1,JMPS1,OVL,STL,TAG",https://i.ibb.co/f1PxcN2/eyleuka-3075.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Capellan Confederation, Fronc Reaches, Magistracy of Canopus","Capellan Confederation, Fronc Reaches, Magistracy of Canopus","Capellan Confederation, Fronc Reaches, Magistracy of Canopus, Mercenary","Capellan Confederation, Fronc Reaches, Magistracy of Canopus, Mercenary","Capellan Confederation, Fronc Reaches, Magistracy of Canopus, Mercenary"
Eyleuka EYL-45B,EYL-45B,Striker,41,BM,2,"10""/14""j",2,2,1,1,5,3,"ECM,ENE,JMPS1,STL,TAG",https://i.ibb.co/f1PxcN2/eyleuka-3075.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Capellan Confederation, Fronc Reaches, Magistracy of Canopus","Capellan Confederation, Fronc Reaches, Magistracy of Canopus","Capellan Confederation, Free Worlds League (Duchy of Andurien), Fronc Reaches, Magistracy of Canopus, Mercenary","Capellan Confederation, Free Worlds League (Duchy of Andurien), Fronc Reaches, Magistracy of Canopus, Mercenary","Capellan Confederation, Free Worlds League (Duchy of Andurien), Fronc Reaches, Magistracy of Canopus, Mercenary"
Eyleuka EYL-4A,EYL-4A,Striker,45,BM,2,"16""/12""j",3,2,1,0,6,3,"CASE,JMPW1,PRB,RCN",https://i.ibb.co/f1PxcN2/eyleuka-3075.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Magistracy of Canopus,Extinct,Extinct,Extinct,Extinct
Fennec FEC-1CM,FEC-1CM,Skirmisher,43,BM,2,"12""",3,3,2,1,6,3,"C3M,ENE,MHQ5,TAG",https://i.ibb.co/8dLQxWT/fennec-3085.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Federated Suns,Federated Suns,Federated Suns,Federated Suns,Federated Suns
Fennec FEC-3C,FEC-3C,Sniper,37,BM,2,"12""",2,3,3,0,6,3,"C3S,ENE,MHQ1",https://i.ibb.co/8dLQxWT/fennec-3085.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Federated Suns,Federated Suns,Federated Suns,Federated Suns
Fennec FEC-5CM,FEC-5CM,Skirmisher,43,BM,2,"10""",3,3,0,1,6,2,"C3BSM,ENE,LPRB,MHQ6,RCN,REL,RHS,TAG",https://i.ibb.co/8dLQxWT/fennec-3085.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Federated Suns,Federated Suns
Gauntlet GTL-1O,GTL-1O,Skirmisher,48,BM,2,"16""",2,3,3,0,6,3,"CASE,IF1,OMNI",https://i.ibb.co/S0bZHGW/gauntlet-3145.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Lyran Commonwealth,Lyran Commonwealth,Lyran Commonwealth,"Lyran Commonwealth, Tamar Pact"
Gauntlet GTL-1OA,GTL-1OA,Skirmisher,36,BM,2,"12""",3,3,2,0,6,3,"CASEII,IF1,OMNI",https://i.ibb.co/S0bZHGW/gauntlet-3145.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Lyran Commonwealth,Lyran Commonwealth,Lyran Commonwealth,"Lyran Commonwealth, Tamar Pact"
Gauntlet GTL-1OB,GTL-1OB,Skirmisher,41,BM,2,"12""/10""j",4,4,0,3,6,3,"ECM,OMNI",https://i.ibb.co/S0bZHGW/gauntlet-3145.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Lyran Commonwealth,Lyran Commonwealth,Lyran Commonwealth,"Lyran Commonwealth, Tamar Pact"
Gauntlet GTL-1OC,GTL-1OC,Skirmisher,34,BM,2,"12""",2,2,0,0,6,3,"CASEII,OMNI,TSEMP1",https://i.ibb.co/S0bZHGW/gauntlet-3145.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Lyran Commonwealth,Lyran Commonwealth,Lyran Commonwealth,"Lyran Commonwealth, Tamar Pact"
Gladiator GLD-1R,GLD-1R,Brawler,27,BM,2,"8""",2,2,0,0,6,5,ENE,https://i.ibb.co/9tVBGTM/gladiator-pc.png,"Mercenary, Outworlds Alliance, Pirates, Taurian Concordat",Extinct,Extinct,Extinct,Extinct,Extinct,"Draconis Combine, Free Worlds League, Lyran Alliance, Marian Hegemony, Mercenary","Draconis Combine, Free Worlds League (Duchy of Andurien), Lyran Commonwealth, Mercenary, Periphery General","Mercenary, Periphery General","Marian Hegemony, Mercenary, Pirates","Marian Hegemony, Mercenary, Pirates"
Gladiator GLD-1R (Keller),GLD-1R (Keller),Skirmisher,35,BM,2,"10""/12""j",3,2,0,0,6,3,"ARM,C3I,IF0*,MHQ2",https://i.ibb.co/9tVBGTM/gladiator-pc.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unique,"Mercenary, Unique",Extinct,Extinct,Extinct
Gladiator GLD-2R,GLD-2R,Skirmisher,31,BM,2,"10""",2,2,0,0,6,5,ENE,https://i.ibb.co/9tVBGTM/gladiator-pc.png,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct
Gladiator GLD-3R,GLD-3R,Missile Boat,33,BM,2,"10""j",2,2,2,1,5,5,"IF1,LRM1/1/1",https://i.ibb.co/9tVBGTM/gladiator-pc.png,Mercenary,Mercenary,Mercenary,Mercenary,Mercenary,Mercenary,Mercenary,Extinct,Extinct,Extinct,Extinct
Gladiator GLD-4R,GLD-4R,Skirmisher,31,BM,2,"10""j",2,2,1,1,5,5,,https://i.ibb.co/9tVBGTM/gladiator-pc.png,Mercenary,Mercenary,Mercenary,Mercenary,Mercenary,Mercenary,Mercenary,Extinct,Extinct,Extinct,Extinct
Gladiator GLD-5R,GLD-5R,Skirmisher,37,BM,2,"8""/12""j",3,3,0,0,6,3,"C3S,ECM,IF0*,JMPS1,MHQ1",https://i.ibb.co/9tVBGTM/gladiator-pc.png,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"ComStar, Mercenary","Lyran Commonwealth, Marian Hegemony, Mercenary","Lyran Commonwealth, Marian Hegemony, Mercenary","Clan Sea Fox, Free Worlds League, Free Worlds League (Duchy of Tamarind-Abbey), Free Worlds League (Regulan Fiefs), Free Worlds League (Rim Commonality), Lyran Commonwealth, Marian Hegemony, Mercenary","Clan Sea Fox, Free Worlds League, Lyran Commonwealth, Marian Hegemony, Mercenary"
Goshawk (Vapor Eagle)  , ,Skirmisher,41,BM,2,"12""j",5,4,2,1,6,3,CASE,https://i.ibb.co/FHfWTQk/goshawk-vapor-eagle-rg2.png,,,,,,,,,,,
Goshawk (Vapor Eagle) 2,2,Skirmisher,40,BM,2,"12""j",5,4,2,0,6,3,CASE,https://i.ibb.co/FHfWTQk/goshawk-vapor-eagle-rg2.png,Unknown,Unknown,HW Clan General,HW Clan General,"HW Clan General, IS Clan General","HW Clan General, IS Clan General","HW Clan General, IS Clan General, Society","Clan Jade Falcon, Raven Alliance","Clan Jade Falcon, Raven Alliance","Clan Jade Falcon, Raven Alliance",Raven Alliance
Goshawk (Vapor Eagle) 3,3,Skirmisher,41,BM,2,"12""j",4,4,2,2,6,3,CASE,https://i.ibb.co/vYZvvj7/goshawk-vapor-eagle-3-pp.png,Unknown,Unknown,Unknown,Unknown,Unknown,Clan Steel Viper,Clan Steel Viper,"Clan Jade Falcon, Raven Alliance","Clan Jade Falcon, Raven Alliance, Solaris 7","Clan Jade Falcon, Raven Alliance, Solaris 7","Raven Alliance, Solaris 7"
Goshawk (Vapor Eagle) 4,4,Skirmisher,51,BM,2,"12""",8,7,1,0,6,3,CASE,https://i.ibb.co/vYZvvj7/goshawk-vapor-eagle-3-pp.png,Unknown,Unknown,Unknown,Unknown,Unknown,Clan Steel Viper,Clan Steel Viper,"Clan Jade Falcon, Raven Alliance","Clan Jade Falcon, Raven Alliance, Solaris 7","Clan Jade Falcon, Raven Alliance, Solaris 7","Raven Alliance, Solaris 7"
